index,date,open,high,low,close,volume
0,"2021/04/26, 07:40:00",1779.95,1780.135,1779.9095,1780.025,18.0
1,"2021/04/26, 07:41:00",1780.025,1780.025,1779.34,1779.588,36.0
2,"2021/04/26, 07:42:00",1779.588,1779.928,1779.3654999999999,1779.928,22.0
3,"2021/04/26, 07:43:00",1779.928,1780.048,1779.9099999999999,1779.91,15.0
4,"2021/04/26, 07:44:00",1779.91,1779.956,1779.59,1779.67,17.0
5,"2021/04/26, 07:45:00",1779.67,1779.847,1779.61,1779.764,13.0
6,"2021/04/26, 07:46:00",1779.764,1779.883,1779.58,1779.58,20.0
7,"2021/04/26, 07:47:00",1779.58,1779.93,1779.474,1779.926,26.0
8,"2021/04/26, 07:48:00",1779.926,1780.283,1779.7649999999999,1780.23,20.0
9,"2021/04/26, 07:49:00",1780.23,1780.5205,1780.165,1780.245,52.0
10,"2021/04/26, 07:50:00",1780.245,1780.458,1780.1475,1780.458,26.0
11,"2021/04/26, 07:51:00",1780.458,1780.57,1780.34,1780.485,15.0
12,"2021/04/26, 07:52:00",1780.485,1781.096,1780.485,1781.03,24.0
13,"2021/04/26, 07:53:00",1781.03,1781.07,1780.82,1780.996,18.0
14,"2021/04/26, 07:54:00",1780.996,1781.172,1780.9955,1781.105,25.0
15,"2021/04/26, 07:55:00",1781.105,1781.21,1780.9,1781.0,29.0
16,"2021/04/26, 07:56:00",1781.0,1781.02,1780.775,1780.994,35.0
17,"2021/04/26, 07:57:00",1780.994,1781.23,1780.982,1781.1,18.0
18,"2021/04/26, 07:58:00",1781.1,1781.245,1781.1,1781.198,7.0
19,"2021/04/26, 07:59:00",1781.198,1781.2845,1781.155,1781.164,6.0
20,"2021/04/26, 08:00:00",1781.164,1781.356,1780.974,1781.044,22.0
21,"2021/04/26, 08:01:00",1781.044,1781.2205,1781.044,1781.2,16.0
22,"2021/04/26, 08:02:00",1781.2,1781.36,1780.885,1781.025,39.0
23,"2021/04/26, 08:03:00",1781.025,1781.13,1780.8249999999998,1781.106,35.0
24,"2021/04/26, 08:04:00",1781.106,1781.76,1781.06,1781.685,45.0
25,"2021/04/26, 08:05:00",1781.685,1781.775,1781.365,1781.46,21.0
26,"2021/04/26, 08:06:00",1781.46,1781.52,1781.175,1781.43,27.0
27,"2021/04/26, 08:07:00",1781.43,1781.855,1781.3,1781.705,35.0
28,"2021/04/26, 08:08:00",1781.705,1781.705,1781.445,1781.455,11.0
29,"2021/04/26, 08:09:00",1781.455,1781.663,1781.455,1781.575,18.0
30,"2021/04/26, 08:10:00",1781.575,1781.676,1781.405,1781.535,17.0
31,"2021/04/26, 08:11:00",1781.535,1781.62,1781.08,1781.128,18.0
32,"2021/04/26, 08:12:00",1781.128,1781.18,1780.54,1780.635,25.0
33,"2021/04/26, 08:13:00",1780.635,1780.685,1780.495,1780.59,15.0
34,"2021/04/26, 08:14:00",1780.59,1780.805,1780.55,1780.805,12.0
35,"2021/04/26, 08:15:00",1780.805,1780.995,1780.595,1780.595,23.0
36,"2021/04/26, 08:16:00",1780.595,1780.64,1780.435,1780.535,28.0
37,"2021/04/26, 08:17:00",1780.535,1780.6480000000001,1780.365,1780.37,30.0
38,"2021/04/26, 08:18:00",1780.37,1780.625,1780.264,1780.625,23.0
39,"2021/04/26, 08:19:00",1780.625,1780.727,1780.5974999999999,1780.68,13.0
40,"2021/04/26, 08:20:00",1780.68,1780.68,1780.455,1780.605,18.0
41,"2021/04/26, 08:21:00",1780.605,1780.679,1780.2755,1780.62,73.0
42,"2021/04/26, 08:22:00",1780.62,1780.7905,1780.57,1780.57,18.0
43,"2021/04/26, 08:23:00",1780.57,1780.765,1780.4805000000001,1780.5675,13.0
44,"2021/04/26, 08:24:00",1780.5675,1780.568,1780.245,1780.305,18.0
45,"2021/04/26, 08:25:00",1780.305,1780.78,1780.215,1780.774,23.0
46,"2021/04/26, 08:26:00",1780.774,1780.905,1780.505,1780.505,24.0
47,"2021/04/26, 08:27:00",1780.505,1780.6,1780.2649999999999,1780.6,31.0
48,"2021/04/26, 08:28:00",1780.6,1780.775,1780.5149999999999,1780.72,17.0
49,"2021/04/26, 08:29:00",1780.72,1780.8005,1780.67,1780.77,11.0
50,"2021/04/26, 08:30:00",1780.77,1780.775,1780.3049999999998,1780.642,27.0
51,"2021/04/26, 08:31:00",1780.642,1780.686,1780.55,1780.635,16.0
52,"2021/04/26, 08:32:00",1780.635,1780.635,1780.4099999999999,1780.577,16.0
53,"2021/04/26, 08:33:00",1780.577,1780.738,1780.355,1780.355,21.0
54,"2021/04/26, 08:34:00",1780.355,1780.355,1780.255,1780.298,5.0
55,"2021/04/26, 08:35:00",1780.298,1780.362,1780.096,1780.212,23.0
56,"2021/04/26, 08:36:00",1780.212,1780.3605,1780.105,1780.105,11.0
57,"2021/04/26, 08:37:00",1780.105,1780.278,1780.07,1780.278,15.0
58,"2021/04/26, 08:38:00",1780.278,1780.278,1779.895,1779.976,21.0
59,"2021/04/26, 08:39:00",1779.976,1780.1465,1779.955,1779.955,13.0
60,"2021/04/26, 08:40:00",1779.955,1780.26,1779.955,1780.21,19.0
61,"2021/04/26, 08:41:00",1780.21,1780.375,1780.1039999999998,1780.375,15.0
62,"2021/04/26, 08:42:00",1780.375,1780.7,1780.33,1780.7,13.0
63,"2021/04/26, 08:43:00",1780.7,1780.8805,1780.6995,1780.87,18.0
64,"2021/04/26, 08:44:00",1780.87,1781.247,1780.8695,1781.19,22.0
65,"2021/04/26, 08:45:00",1781.19,1781.32,1781.1055000000001,1781.213,25.0
66,"2021/04/26, 08:46:00",1781.213,1781.615,1781.213,1781.38,21.0
67,"2021/04/26, 08:47:00",1781.38,1781.528,1781.2855,1781.485,13.0
68,"2021/04/26, 08:48:00",1781.485,1781.7604999999999,1781.485,1781.76,22.0
69,"2021/04/26, 08:49:00",1781.76,1781.935,1781.675,1781.8,20.0
70,"2021/04/26, 08:50:00",1781.8,1782.89,1781.8,1782.64,60.0
71,"2021/04/26, 08:51:00",1782.64,1782.77,1782.33,1782.652,34.0
72,"2021/04/26, 08:52:00",1782.652,1782.916,1782.602,1782.735,28.0
73,"2021/04/26, 08:53:00",1782.735,1782.735,1782.4295,1782.6,21.0
74,"2021/04/26, 08:54:00",1782.6,1783.006,1782.59,1782.85,26.0
75,"2021/04/26, 08:55:00",1782.85,1782.905,1782.765,1782.85,12.0
76,"2021/04/26, 08:56:00",1782.85,1782.85,1782.645,1782.735,10.0
77,"2021/04/26, 08:57:00",1782.735,1782.735,1782.28,1782.475,18.0
78,"2021/04/26, 08:58:00",1782.475,1782.625,1782.3049999999998,1782.62,21.0
79,"2021/04/26, 08:59:00",1782.62,1782.62,1782.3294999999998,1782.365,38.0
80,"2021/04/26, 09:00:00",1782.365,1782.725,1782.355,1782.725,16.0
81,"2021/04/26, 09:01:00",1782.725,1782.725,1782.505,1782.505,8.0
82,"2021/04/26, 09:02:00",1782.505,1782.575,1782.22,1782.22,16.0
83,"2021/04/26, 09:03:00",1782.22,1782.3600000000001,1782.175,1782.36,9.0
84,"2021/04/26, 09:04:00",1782.36,1782.3600000000001,1782.26,1782.356,12.0
85,"2021/04/26, 09:05:00",1782.356,1782.45,1782.3,1782.395,13.0
86,"2021/04/26, 09:06:00",1782.395,1782.6100000000001,1782.395,1782.61,10.0
87,"2021/04/26, 09:07:00",1782.61,1782.66,1782.5149999999999,1782.66,9.0
88,"2021/04/26, 09:08:00",1782.66,1782.8205,1782.615,1782.725,11.0
89,"2021/04/26, 09:09:00",1782.725,1782.83,1782.725,1782.82,8.0
90,"2021/04/26, 09:10:00",1782.82,1782.825,1782.775,1782.825,4.0
91,"2021/04/26, 09:11:00",1782.825,1782.87,1782.215,1782.215,26.0
92,"2021/04/26, 09:12:00",1782.215,1782.36,1782.035,1782.095,12.0
93,"2021/04/26, 09:13:00",1782.095,1782.395,1782.045,1782.33,14.0
94,"2021/04/26, 09:14:00",1782.33,1782.525,1782.26,1782.26,9.0
95,"2021/04/26, 09:15:00",1782.26,1782.356,1782.0555,1782.12,11.0
96,"2021/04/26, 09:16:00",1782.12,1782.12,1781.911,1782.015,6.0
97,"2021/04/26, 09:17:00",1782.015,1782.055,1781.61,1781.625,21.0
98,"2021/04/26, 09:18:00",1781.625,1781.625,1781.389,1781.48,9.0
99,"2021/04/26, 09:19:00",1781.48,1781.48,1781.17,1781.17,9.0
100,"2021/04/26, 09:20:00",1781.17,1781.315,1780.9655,1781.315,14.0
101,"2021/04/26, 09:21:00",1781.315,1781.51,1781.075,1781.225,16.0
102,"2021/04/26, 09:22:00",1781.225,1781.346,1781.0549999999998,1781.12,11.0
103,"2021/04/26, 09:23:00",1781.12,1781.3200000000002,1781.075,1781.225,11.0
104,"2021/04/26, 09:24:00",1781.225,1781.4205,1781.225,1781.37,16.0
105,"2021/04/26, 09:25:00",1781.37,1781.44,1781.25,1781.39,12.0
106,"2021/04/26, 09:26:00",1781.39,1781.445,1780.985,1781.06,25.0
107,"2021/04/26, 09:27:00",1781.06,1781.47,1781.0594999999998,1781.31,28.0
