,Close,High,Low,Open,Time
44,0.697305,0.69735,0.69728,0.697305,20210722  01:29:00
45,0.697285,0.697345,0.697285,0.697305,20210722  01:30:00
46,0.697295,0.697295,0.697285,0.697285,20210722  01:31:00
47,0.697185,0.697305,0.69718,0.697295,20210722  01:32:00
48,0.697185,0.697185,0.697185,0.697185,20210722  01:33:00
49,0.697285,0.697335,0.697185,0.697185,20210722  01:34:00
50,0.69729,0.6973,0.697245,0.697285,20210722  01:35:00
51,0.69719,0.69729,0.69719,0.69729,20210722  01:36:00
52,0.697195,0.697195,0.69719,0.69719,20210722  01:37:00
53,0.697135,0.697195,0.69713,0.697195,20210722  01:38:00
54,0.69713,0.697155,0.697115,0.697135,20210722  01:39:00
55,0.697095,0.69713,0.697095,0.69713,20210722  01:40:00
56,0.697085,0.697095,0.697085,0.697095,20210722  01:41:00
57,0.69709,0.69709,0.697085,0.697085,20210722  01:42:00
58,0.69709,0.69714,0.69709,0.69709,20210722  01:43:00
59,0.697,0.69709,0.696995,0.69709,20210722  01:44:00
60,0.6971,0.697105,0.69699,0.697,20210722  01:45:00
61,0.697135,0.69717,0.69709,0.6971,20210722  01:46:00
62,0.69716,0.69716,0.69713,0.697135,20210722  01:47:00
63,0.69709,0.69716,0.697085,0.69716,20210722  01:48:00
64,0.697085,0.69709,0.697085,0.69709,20210722  01:49:00
65,0.69715,0.69716,0.697085,0.697085,20210722  01:50:00
66,0.69715,0.69715,0.697135,0.69715,20210722  01:51:00
67,0.69715,0.69716,0.697125,0.69715,20210722  01:52:00
68,0.69714,0.69715,0.69712,0.69715,20210722  01:53:00
69,0.69714,0.69714,0.69713,0.69714,20210722  01:54:00
70,0.69729,0.69729,0.697125,0.69714,20210722  01:55:00
71,0.697285,0.697295,0.697275,0.69729,20210722  01:56:00
72,0.69727,0.69729,0.69727,0.697285,20210722  01:57:00
73,0.69702,0.69727,0.69702,0.69727,20210722  01:58:00
74,0.696975,0.69702,0.69697,0.69702,20210722  01:59:00
75,0.696975,0.697015,0.696975,0.696975,20210722  02:00:00
76,0.696945,0.696985,0.696915,0.696975,20210722  02:01:00
77,0.696775,0.696945,0.696755,0.696945,20210722  02:02:00
78,0.69674,0.6968,0.696715,0.696775,20210722  02:03:00
79,0.69675,0.69675,0.69674,0.69674,20210722  02:04:00
80,0.69677,0.696775,0.69672,0.69675,20210722  02:05:00
81,0.696845,0.696845,0.696765,0.69677,20210722  02:06:00
82,0.696915,0.696915,0.696845,0.696845,20210722  02:07:00
83,0.69692,0.69692,0.69691,0.696915,20210722  02:08:00
84,0.697005,0.69701,0.69692,0.69692,20210722  02:09:00
85,0.697,0.69701,0.697,0.697005,20210722  02:10:00
86,0.69709,0.69709,0.697,0.697,20210722  02:11:00
87,0.697095,0.697095,0.69709,0.69709,20210722  02:12:00
88,0.69709,0.697095,0.69706,0.697095,20210722  02:13:00
89,0.697085,0.697095,0.697085,0.69709,20210722  02:14:00
90,0.69706,0.697085,0.697025,0.697085,20210722  02:15:00
91,0.697065,0.697065,0.69706,0.69706,20210722  02:16:00
92,0.697045,0.697065,0.697045,0.697065,20210722  02:17:00
93,0.69705,0.69705,0.697045,0.697045,20210722  02:18:00
94,0.696995,0.69705,0.696995,0.69705,20210722  02:19:00
95,0.697065,0.697065,0.696995,0.696995,20210722  02:20:00
96,0.697115,0.697155,0.697065,0.697065,20210722  02:21:00
97,0.697155,0.69717,0.697095,0.697115,20210722  02:22:00
98,0.697035,0.69717,0.69703,0.697155,20210722  02:23:00
99,0.69703,0.69705,0.69703,0.697035,20210722  02:24:00
100,0.69698,0.69707,0.69698,0.69703,20210722  02:25:00
101,0.697025,0.697025,0.69696,0.69698,20210722  02:26:00
102,0.69705,0.697055,0.697025,0.697025,20210722  02:27:00
103,0.69702,0.69705,0.697015,0.69705,20210722  02:28:00
104,0.697035,0.697085,0.69702,0.69702,20210722  02:29:00
105,0.697155,0.697155,0.697,0.697035,20210722  02:30:00
106,0.69714,0.697155,0.697135,0.697155,20210722  02:31:00
107,0.69714,0.69714,0.69714,0.69714,20210722  02:32:00
108,0.69714,0.69714,0.697135,0.69714,20210722  02:33:00
109,0.697145,0.697145,0.697135,0.69714,20210722  02:34:00
110,0.697145,0.697175,0.697145,0.697145,20210722  02:35:00
111,0.697135,0.697145,0.697135,0.697145,20210722  02:36:00
112,0.697135,0.697135,0.697135,0.697135,20210722  02:37:00
113,0.697135,0.697135,0.697135,0.697135,20210722  02:38:00
114,0.697135,0.697135,0.697135,0.697135,20210722  02:39:00
115,0.69713,0.69714,0.69712,0.69712,20210722  02:40:00
116,0.69713,0.69713,0.69713,0.69713,20210722  02:41:00
117,0.69713,0.697135,0.69684,0.69713,20210722  02:42:00
118,0.69713,0.69714,0.69713,0.69713,20210722  02:43:00
119,0.697135,0.697135,0.69713,0.69713,20210722  02:44:00
120,0.697155,0.69716,0.697135,0.697135,20210722  02:45:00
121,0.69716,0.69716,0.697155,0.697155,20210722  02:46:00
122,0.697155,0.697165,0.697155,0.69716,20210722  02:47:00
123,0.697165,0.697165,0.697155,0.697155,20210722  02:48:00
124,0.697165,0.697165,0.69716,0.697165,20210722  02:49:00
125,0.69716,0.697165,0.69716,0.697165,20210722  02:50:00
126,0.69716,0.69716,0.69715,0.69716,20210722  02:51:00
127,0.69715,0.69716,0.69715,0.69716,20210722  02:52:00
128,0.697155,0.697155,0.69715,0.69715,20210722  02:53:00
129,0.696855,0.69716,0.696855,0.697155,20210722  02:54:00
130,0.696815,0.696855,0.696815,0.696855,20210722  02:55:00
131,0.696815,0.696815,0.696815,0.696815,20210722  02:56:00
132,0.696815,0.696815,0.696815,0.696815,20210722  02:57:00
133,0.696775,0.696815,0.696775,0.696815,20210722  02:58:00
134,0.696775,0.696815,0.696775,0.696775,20210722  02:59:00
135,0.696815,0.696825,0.696755,0.696775,20210722  03:00:00
136,0.69698,0.697015,0.6968,0.696815,20210722  03:01:00
137,0.69699,0.697045,0.69698,0.69698,20210722  03:02:00
138,0.69701,0.69705,0.69699,0.69699,20210722  03:03:00
139,0.697065,0.69707,0.696935,0.69701,20210722  03:04:00
140,0.697075,0.697075,0.69701,0.697065,20210722  03:05:00
141,0.6971,0.6971,0.697075,0.697075,20210722  03:06:00
142,0.6971,0.697135,0.696985,0.6971,20210722  03:07:00
143,0.6971,0.6971,0.6971,0.6971,20210722  03:08:00
144,0.6971,0.6971,0.6971,0.6971,20210722  03:09:00
145,0.6971,0.6971,0.6971,0.6971,20210722  03:10:00
146,0.697065,0.69711,0.697065,0.6971,20210722  03:11:00
147,0.697065,0.697065,0.697065,0.697065,20210722  03:12:00
148,0.697065,0.697065,0.697065,0.697065,20210722  03:13:00
149,0.69707,0.697085,0.69706,0.697065,20210722  03:14:00
150,0.697075,0.697075,0.69705,0.69707,20210722  03:15:00
151,0.697065,0.697075,0.697065,0.697075,20210722  03:16:00
152,0.697065,0.697065,0.69704,0.697065,20210722  03:17:00
153,0.69707,0.69707,0.697065,0.697065,20210722  03:18:00
154,0.69707,0.69708,0.697055,0.69707,20210722  03:19:00
155,0.69707,0.69707,0.69705,0.69707,20210722  03:20:00
156,0.69707,0.69707,0.69707,0.69707,20210722  03:21:00
157,0.697055,0.69707,0.697055,0.69707,20210722  03:22:00
158,0.69691,0.69707,0.69691,0.697055,20210722  03:23:00
159,0.696795,0.697005,0.69677,0.69691,20210722  03:24:00
160,0.696795,0.6968,0.696795,0.696795,20210722  03:25:00
161,0.696705,0.696805,0.696705,0.696795,20210722  03:26:00
162,0.6967,0.696705,0.6967,0.696705,20210722  03:27:00
163,0.696745,0.696745,0.69668,0.6967,20210722  03:28:00
164,0.696725,0.69679,0.69672,0.696745,20210722  03:29:00
165,0.69691,0.69695,0.696725,0.696725,20210722  03:30:00
166,0.6969,0.697025,0.6969,0.69691,20210722  03:31:00
167,0.69691,0.69693,0.69684,0.6969,20210722  03:32:00
168,0.69687,0.696925,0.69687,0.69691,20210722  03:33:00
169,0.696905,0.696905,0.696835,0.69687,20210722  03:34:00
170,0.696985,0.696985,0.696905,0.696905,20210722  03:35:00
171,0.696995,0.697,0.69696,0.696985,20210722  03:36:00
172,0.69699,0.697005,0.69699,0.696995,20210722  03:37:00
173,0.69699,0.696995,0.69699,0.69699,20210722  03:38:00
174,0.696915,0.697,0.696915,0.69699,20210722  03:39:00
175,0.696945,0.69695,0.696915,0.696915,20210722  03:40:00
176,0.69694,0.696945,0.69694,0.696945,20210722  03:41:00
177,0.69689,0.696945,0.69689,0.69694,20210722  03:42:00
178,0.69689,0.696895,0.696885,0.696895,20210722  03:43:00
179,0.69689,0.6969,0.69689,0.69689,20210722  03:44:00
180,0.6969,0.6969,0.69689,0.69689,20210722  03:45:00
181,0.69689,0.696915,0.69689,0.6969,20210722  03:46:00
182,0.69689,0.69689,0.69689,0.69689,20210722  03:47:00
183,0.69688,0.69689,0.69688,0.69689,20210722  03:48:00
184,0.696875,0.69688,0.696875,0.69688,20210722  03:49:00
185,0.69689,0.69689,0.696875,0.696875,20210722  03:50:00
186,0.696945,0.696975,0.69689,0.69689,20210722  03:51:00
187,0.69695,0.69695,0.69694,0.696945,20210722  03:52:00
188,0.69693,0.69695,0.69693,0.69695,20210722  03:53:00
189,0.69687,0.69693,0.69687,0.69693,20210722  03:54:00
190,0.696865,0.696875,0.696865,0.69687,20210722  03:55:00
191,0.69686,0.696865,0.69686,0.696865,20210722  03:56:00
192,0.696855,0.69686,0.696855,0.69686,20210722  03:57:00
193,0.69685,0.696855,0.69685,0.696855,20210722  03:58:00
194,0.69683,0.69685,0.69683,0.69685,20210722  03:59:00
195,0.696825,0.69686,0.696825,0.69683,20210722  04:00:00
